Archivo,Línea,Patrón,Severidad,Contenido,Sugerencia
"app\modules\auth.luxuryapp\user-profile\update-user-photo.html",2,"bootstrap-flex","medium","<div class=""d-flex align-items-center p-3 gap-2"">","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\user-profile\update-user-photo.html",6,"bootstrap-flex","medium","<div class=""d-flex flex-column align-items-center gap-4 py-3"">","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\user-profile\update-user-photo.html",15,"bootstrap-flex","medium","class=""d-flex flex-column flex-sm-row gap-3 w-full justify-content-center px-4 g-4""","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\user-profile\update-password.html",2,"bootstrap-flex","medium","<div class=""d-flex align-items-center p-3 gap-2"">","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\user-profile\update-password.html",7,"bootstrap-flex","medium","class=""d-flex flex-column gap-4 mt-3""","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\user-profile\update-password.html",12,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-1"">","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\user-profile\update-password.html",30,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-1"">","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\user-profile\update-password.html",51,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-1"">","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\user-profile\update-password.html",66,"bootstrap-flex","medium","<div class=""d-flex justify-content-end mt-2"">","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\recovery-password\recover-password.html",15,"bootstrap-flex","medium","<main class=""flex-fill d-flex align-items-center px-4 px-md-5 py-5"">","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\recovery-password\recover-password.html",29,"bootstrap-flex","medium","class=""d-flex flex-column gap-4""","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\recovery-password\recover-password.html",62,"bootstrap-flex","medium","class=""d-flex align-items-center p-3 rounded border-1 border-red-300 bg-red-50 text-red-800 shadow-sm""","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\recovery-password\recover-password.html",64,"bootstrap-spacing","medium","<app-icon icon=""material-symbols-light:error-outline"" class=""text-xl me-3"" />","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\auth.luxuryapp\recovery-password\recover-password.html",71,"bootstrap-flex","medium","class=""d-flex align-items-center p-3 rounded border-1 border-green-300 bg-green-50 text-green-800 shadow-sm""","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\recovery-password\recover-password.html",73,"bootstrap-spacing","medium","<app-icon icon=""material-symbols-light:check-circle-outline"" class=""text-xl me-3"" />","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\auth.luxuryapp\recovery-password\recover-password.html",79,"bootstrap-flex","medium","<div class=""d-flex flex-column align-items-center mt-2 gap-2"">","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\recovery-code\recovery-code.html",15,"bootstrap-flex","medium","<main class=""flex-fill d-flex align-items-center px-4 px-md-5 py-5"">","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\recovery-code\recovery-code.html",46,"bootstrap-flex","medium","class=""d-flex flex-column gap-4""","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\recovery-code\recovery-code.html",80,"bootstrap-flex","medium","class=""d-flex flex-column gap-4""","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\recovery-code\recovery-code.html",110,"bootstrap-flex","medium","<div class=""d-flex align-items-center justify-content-between mt-2"">","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\recovery-code\recovery-code.html",135,"bootstrap-flex","medium","class=""d-flex align-items-center p-3 rounded border-1 border-blue-300 bg-blue-50 text-blue-800 shadow-sm""","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\recovery-code\recovery-code.html",139,"bootstrap-spacing","medium","class=""text-xl me-3""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\auth.luxuryapp\recovery-code\recovery-code.html",150,"bootstrap-flex","medium","class=""d-flex align-items-center p-3 rounded border-1 border-red-300 bg-red-50 text-red-800 shadow-sm""","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\recovery-code\recovery-code.html",154,"bootstrap-spacing","medium","class=""text-xl me-3""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\auth.luxuryapp\recovery-code\recovery-code.html",161,"bootstrap-flex","medium","<div class=""d-flex align-items-center justify-content-center mt-4"">","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\password-manager\password-list.html",2,"bootstrap-spacing","medium","<app-icon icon=""material-symbols-light:info"" class=""me-1"" />","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\auth.luxuryapp\password-manager\password-list.html",50,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\password-manager\password-list.html",76,"bootstrap-flex","medium","<div class=""d-flex"">","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\password-manager\password-list.html",96,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center flex-shrink-0 ms-3 me-2 rounded-lg""","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\password-manager\password-list.html",96,"bootstrap-spacing","medium","class=""d-flex align-items-center justify-content-center flex-shrink-0 ms-3 me-2 rounded-lg""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\auth.luxuryapp\password-manager\password-list.html",101,"bootstrap-flex","medium","<div class=""d-flex flex-column fw-bold"">","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\password-manager\password-form.html",5,"bootstrap-spacing","medium","<app-icon icon=""material-symbols-light:info"" class=""me-1"" />","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\auth.luxuryapp\password-manager\password-form.html",39,"bootstrap-flex","medium","<div class=""d-flex justify-content-end mt-4"">","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\login\login.html",15,"bootstrap-flex","medium","<main class=""flex-fill d-flex align-items-center px-4 px-md-5 py-5"">","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\login\login.html",29,"bootstrap-flex","medium","class=""d-flex flex-column gap-4""","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\login\login.html",59,"bootstrap-flex","medium","<div class=""d-flex align-items-center justify-content-between mt-2"">","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\login\login.html",60,"bootstrap-flex","medium","<div class=""d-flex align-items-center"">","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\login\login.html",95,"bootstrap-flex","medium","class=""d-flex align-items-center p-3 rounded border-1 border-red-300 bg-red-50 text-red-800 shadow-sm""","Usar "flex" de Tailwind"
"app\modules\auth.luxuryapp\login\login.html",97,"bootstrap-spacing","medium","<app-icon icon=""material-symbols-light:error-outline"" class=""text-xl me-3"" />","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\admin.luxuryapp\admin-wrapper\admin-wrapper.html",5,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-3 mb-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\admin-wrapper\admin-wrapper.html",7,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center rounded-xl shadow-sm""","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\admin-wrapper\admin-wrapper.html",25,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2 mb-4 mt-5"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\admin-wrapper\admin-wrapper.html",30,"bootstrap-spacing","medium","<div class=""flex-grow-1 border-bottom-1 border ms-3""></div>","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\admin.luxuryapp\admin-wrapper\admin-wrapper.html",40,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-3"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\admin-wrapper\admin-wrapper.html",41,"bootstrap-flex","medium","<div class=""d-flex align-items-center justify-content-between"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\admin-wrapper\admin-wrapper.html",43,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center rounded-lg text-2xl flex-shrink-0""","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\admin-wrapper\admin-wrapper.html",73,"bootstrap-flex","medium","class=""d-flex align-items-center gap-3 px-3 py-3 border-bottom-1 border""","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\admin-wrapper\admin-wrapper.html",76,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center rounded-lg flex-shrink-0""","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\admin-wrapper\admin-wrapper.html",91,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\admin-wrapper\admin-wrapper.html",101,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center flex-shrink-0 ms-3 me-2 rounded-lg""","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\admin-wrapper\admin-wrapper.html",101,"bootstrap-spacing","medium","class=""d-flex align-items-center justify-content-center flex-shrink-0 ms-3 me-2 rounded-lg""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\admin.luxuryapp\access-control\visitor-list.html",29,"bootstrap-flex","medium","<div class=""d-flex gap-2 mt-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\access-control\access-point-list.html",27,"bootstrap-flex","medium","<div class=""d-flex gap-2 mt-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\access-control\access-events.html",1,"bootstrap-flex","medium","<div class=""d-flex justify-content-between align-items-center mb-3"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\access-control\access-events.html",3,"bootstrap-flex","medium","<div class=""d-flex gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\access-control\access-dashboard.html",1,"bootstrap-flex","medium","<div class=""d-flex justify-content-between align-items-center mb-3"">","Usar "flex" de Tailwind"
"app\core\pages-extras\unauthorized\unauthorized.html",2,"bootstrap-flex","medium","class=""min-h-screen bg-body-tertiary d-flex align-items-center justify-content-center p-5""","Usar "flex" de Tailwind"
"app\core\pages-extras\unauthorized\unauthorized.html",21,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center gap-3 flex-wrap""","Usar "flex" de Tailwind"
"app\core\pages-extras\unauthorized\unauthorized.html",47,"bootstrap-spacing","medium","<app-icon [icon]=""'material-symbols-light:info'"" class=""pi me-2"" />","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\core\pages-extras\page500\page500.html",2,"bootstrap-flex","medium","class=""min-h-screen bg-body-tertiary d-flex align-items-center justify-content-center p-5""","Usar "flex" de Tailwind"
"app\core\pages-extras\page500\page500.html",28,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center gap-3 flex-wrap""","Usar "flex" de Tailwind"
"app\core\pages-extras\page500\page500.html",54,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center gap-4 text-body-secondary""","Usar "flex" de Tailwind"
"app\core\pages-extras\page500\page500.html",57,"bootstrap-flex","medium","class=""d-flex align-items-center gap-2 text-primary hover:text-primary-600 cursor-pointer no-underline""","Usar "flex" de Tailwind"
"app\core\pages-extras\page500\page500.html",65,"bootstrap-flex","medium","class=""d-flex align-items-center gap-2 text-primary hover:text-primary-600 cursor-pointer no-underline""","Usar "flex" de Tailwind"
"app\core\pages-extras\page404\page404.html",2,"bootstrap-flex","medium","class=""min-h-screen bg-body-tertiary d-flex align-items-center justify-content-center p-5""","Usar "flex" de Tailwind"
"app\core\pages-extras\page404\page404.html",28,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center gap-3 flex-wrap""","Usar "flex" de Tailwind"
"app\core\pages-extras\page404\page404.html",53,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center gap-4 text-body-secondary""","Usar "flex" de Tailwind"
"app\core\pages-extras\page404\page404.html",56,"bootstrap-flex","medium","class=""d-flex align-items-center gap-2 text-primary hover:text-primary-600 cursor-pointer no-underline""","Usar "flex" de Tailwind"
"app\core\pages-extras\page404\page404.html",64,"bootstrap-flex","medium","class=""d-flex align-items-center gap-2 text-primary hover:text-primary-600 cursor-pointer no-underline""","Usar "flex" de Tailwind"
"app\core\pages-extras\maintenance\maintenance.html",13,"bootstrap-spacing","medium","class=""me-1""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\core\pages-extras\comingsoon\comingsoon.html",22,"bootstrap-flex","medium","<div class=""d-flex justify-content-center"">","Usar "flex" de Tailwind"
"app\core\pages-extras\comingsoon\comingsoon.html",31,"bootstrap-spacing","medium","class=""me-1""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\core\layout\committee-layout\committee-mobile.html",3,"bootstrap-flex","medium","<div class=""ion-page h-full d-flex flex-column"">","Usar "flex" de Tailwind"
"app\shared\ui\web\title-solicitud-pago-pdf\cabecera-solicitud-pago-pdf.html",4,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-between w-full flex-wrap gap-3 py-2""","Usar "flex" de Tailwind"
"app\shared\ui\web\title-solicitud-pago-pdf\cabecera-solicitud-pago-pdf.html",7,"bootstrap-flex","medium","<div class=""d-flex align-items-center flex-shrink-0 logo-container"">","Usar "flex" de Tailwind"
"app\shared\ui\web\title-solicitud-pago-pdf\cabecera-solicitud-pago-pdf.html",16,"bootstrap-spacing","medium","class=""border me-2 logo-img""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\shared\ui\web\title-solicitud-pago-pdf\cabecera-solicitud-pago-pdf.html",18,"bootstrap-spacing","medium","<span class=""text-xl fw-semibold ms-2"">{{ data.customer }}</span>","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\shared\ui\web\rango-calendario-yyyymmdd\rango-calendario-yyyymmdd.html",1,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\shared\ui\web\rango-calendario-mes-anio\calendar-range.html",1,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\shared\ui\web\primeng-custom-caption\primeng-custom-caption.html",3,"bootstrap-flex","medium","class=""d-flex justify-content-end align-items-center gap-2""","Usar "flex" de Tailwind"
"app\shared\ui\web\primeng-custom-caption\primeng-custom-caption.html",21,"bootstrap-flex","medium","<div class=""d-flex d-md-none flex-column gap-2 mb-2 no-print"">","Usar "flex" de Tailwind"
"app\shared\ui\web\primeng-custom-caption\primeng-custom-caption.html",22,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\shared\ui\web\pdf-viewer-modal\pdf-viewer-modal.html",2,"bootstrap-flex","medium","class=""d-flex flex-column h-full w-full overflow-hidden""","Usar "flex" de Tailwind"
"app\shared\ui\web\pdf-viewer-modal\pdf-viewer-modal.html",5,"bootstrap-flex","medium","<div class=""flex-grow-1 overflow-auto p-2 bg-body-tertiary d-flex flex-column"">","Usar "flex" de Tailwind"
"app\shared\ui\web\pdf-viewer-modal\pdf-viewer-modal.html",18,"bootstrap-flex","medium","class=""d-flex flex-column align-items-center justify-content-center h-full gap-3""","Usar "flex" de Tailwind"
"app\shared\ui\web\pdf-viewer-modal\pdf-viewer-modal.html",27,"bootstrap-flex","medium","class=""d-flex justify-content-end gap-2 p-3 border-top-1 border bg-white""","Usar "flex" de Tailwind"
